mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.12207427,0.049204734,0.367271757,0.050931361,auto,34,uniform,"OrderedDict({'algorithm': 'auto', 'n_neighbors': 34, 'weights': 'uniform'})",0.9375,0.9475,0.93375,0.92875,0.9375,0.937,0.006154267,198
0.103329515,0.028435897,0.362257099,0.053596665,auto,18,uniform,"OrderedDict({'algorithm': 'auto', 'n_neighbors': 18, 'weights': 'uniform'})",0.94625,0.9525,0.94,0.94125,0.9475,0.9455,0.004513868,54
0.091717863,0.019715691,0.419857407,0.031845925,auto,11,distance,"OrderedDict({'algorithm': 'auto', 'n_neighbors': 11, 'weights': 'distance'})",0.93875,0.9525,0.94875,0.93625,0.95,0.94525,0.006490377,62
0.597934771,0.030784872,2.981417561,0.035812015,kd_tree,8,distance,"OrderedDict({'algorithm': 'kd_tree', 'n_neighbors': 8, 'weights': 'distance'})",0.93875,0.94375,0.94375,0.93375,0.94,0.94,0.003708099,160
0.103081131,0.025595291,0.365440607,0.071249551,auto,30,uniform,"OrderedDict({'algorithm': 'auto', 'n_neighbors': 30, 'weights': 'uniform'})",0.93625,0.95125,0.9375,0.93125,0.93875,0.939,0.00663325,172
0.097785568,0.040194868,0.295573902,0.045285551,auto,46,distance,"OrderedDict({'algorithm': 'auto', 'n_neighbors': 46, 'weights': 'distance'})",0.9325,0.94875,0.92875,0.9275,0.94,0.9355,0.007929376,222
0.107073402,0.049983381,0.309522772,0.041791035,auto,45,uniform,"OrderedDict({'algorithm': 'auto', 'n_neighbors': 45, 'weights': 'uniform'})",0.92875,0.94875,0.92625,0.9275,0.9375,0.93375,0.008477912,265
0.136106586,0.042698325,0.337637424,0.027503083,auto,45,distance,"OrderedDict({'algorithm': 'auto', 'n_neighbors': 45, 'weights': 'distance'})",0.93125,0.94875,0.9275,0.9275,0.94,0.935,0.008253787,230
0.118438768,0.037760398,0.314707661,0.073799723,auto,48,distance,"OrderedDict({'algorithm': 'auto', 'n_neighbors': 48, 'weights': 'distance'})",0.93125,0.94875,0.92875,0.9275,0.93875,0.935,0.007905694,235
0.085308886,0.031094257,0.305882263,0.058745896,auto,47,distance,"OrderedDict({'algorithm': 'auto', 'n_neighbors': 47, 'weights': 'distance'})",0.9325,0.9475,0.92875,0.9275,0.94,0.93525,0.007516648,227
0.124795198,0.024871861,0.268884802,0.047017581,auto,29,uniform,"OrderedDict({'algorithm': 'auto', 'n_neighbors': 29, 'weights': 'uniform'})",0.94,0.94875,0.935,0.9325,0.94,0.93925,0.005567764,163
0.090152216,0.01485806,0.419398308,0.08827387,brute,42,uniform,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 42, 'weights': 'uniform'})",0.93125,0.94875,0.92875,0.9275,0.93625,0.9345,0.007729812,250
0.114131212,0.032259577,0.459182358,0.044630242,brute,41,distance,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 41, 'weights': 'distance'})",0.93375,0.94875,0.9325,0.92875,0.93875,0.9365,0.006910137,209
0.132694387,0.034441309,0.442843628,0.034201385,brute,41,uniform,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 41, 'weights': 'uniform'})",0.93375,0.9475,0.93125,0.92875,0.9325,0.93475,0.00658597,244
0.125387001,0.007169091,0.428111601,0.052569942,brute,16,distance,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 16, 'weights': 'distance'})",0.945,0.95625,0.94875,0.93875,0.95,0.94775,0.00577711,9
0.117370558,0.017479007,0.437473774,0.065962118,brute,28,distance,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 28, 'weights': 'distance'})",0.9425,0.9525,0.93625,0.935,0.94375,0.942,0.006254998,109
0.07624259,0.002097046,0.33831296,0.101326787,brute,30,distance,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 30, 'weights': 'distance'})",0.93875,0.9525,0.93875,0.9325,0.9425,0.941,0.00658597,140
0.136872578,0.056619233,0.393355989,0.057875518,brute,39,distance,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 39, 'weights': 'distance'})",0.93625,0.95125,0.93125,0.93125,0.94125,0.93825,0.007483315,181
0.153975105,0.030963473,0.375257826,0.034681019,brute,29,distance,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 29, 'weights': 'distance'})",0.94375,0.95125,0.93625,0.9325,0.945,0.94175,0.006642665,120
0.172119427,0.011149281,0.352548981,0.022758933,brute,40,distance,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 40, 'weights': 'distance'})",0.935,0.94875,0.93125,0.93,0.93875,0.93675,0.006736097,205
0.093217468,0.038571008,0.345393085,0.082103484,brute,12,distance,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 12, 'weights': 'distance'})",0.93875,0.96125,0.945,0.9425,0.95,0.9475,0.007786206,13
0.098927927,0.032955323,0.423497248,0.024451634,brute,5,distance,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 5, 'weights': 'distance'})",0.93,0.9325,0.925,0.91375,0.9275,0.92575,0.0065,279
0.635034657,0.054317128,3.022048187,0.014179201,kd_tree,38,uniform,"OrderedDict({'algorithm': 'kd_tree', 'n_neighbors': 38, 'weights': 'uniform'})",0.93375,0.94875,0.93125,0.92875,0.9375,0.936,0.007,215
0.103079414,0.027505842,0.387088585,0.062498294,auto,4,distance,"OrderedDict({'algorithm': 'auto', 'n_neighbors': 4, 'weights': 'distance'})",0.91625,0.9125,0.91375,0.9025,0.91875,0.91275,0.005556528,287
0.124783659,0.043717597,0.338012648,0.06990167,auto,5,distance,"OrderedDict({'algorithm': 'auto', 'n_neighbors': 5, 'weights': 'distance'})",0.93,0.9325,0.925,0.91375,0.9275,0.92575,0.0065,279
0.093766737,0.023265791,0.332073879,0.072978611,auto,5,uniform,"OrderedDict({'algorithm': 'auto', 'n_neighbors': 5, 'weights': 'uniform'})",0.9425,0.94375,0.93375,0.92,0.935,0.935,0.008477912,235
0.168012476,0.068034036,0.337712193,0.053867724,brute,33,uniform,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 33, 'weights': 'uniform'})",0.93625,0.94625,0.93375,0.93,0.93875,0.937,0.005454356,198
0.141314793,0.047116516,0.346999407,0.054074183,brute,11,distance,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 11, 'weights': 'distance'})",0.93875,0.9525,0.94875,0.93625,0.95,0.94525,0.006490377,62
0.151623869,0.060313062,0.323243618,0.046353072,brute,9,distance,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 9, 'weights': 'distance'})",0.93875,0.94375,0.9425,0.9375,0.9475,0.942,0.003588175,109
0.13797636,0.034225423,0.305509663,0.038197591,brute,33,distance,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 33, 'weights': 'distance'})",0.93875,0.9475,0.93375,0.93,0.94125,0.93825,0.006051859,181
0.150860834,0.043902526,0.265082312,0.014276789,brute,43,uniform,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 43, 'weights': 'uniform'})",0.9325,0.94875,0.9275,0.92875,0.93625,0.93475,0.007640353,244
0.791012955,0.275684908,24.93896937,1.416519546,ball_tree,9,uniform,"OrderedDict({'algorithm': 'ball_tree', 'n_neighbors': 9, 'weights': 'uniform'})",0.9425,0.94375,0.94125,0.93625,0.94125,0.941,0.00254951,140
0.702697992,0.148459219,25.86716824,1.308322993,ball_tree,9,distance,"OrderedDict({'algorithm': 'ball_tree', 'n_neighbors': 9, 'weights': 'distance'})",0.93875,0.94375,0.9425,0.9375,0.9475,0.942,0.003588175,109
0.559941053,0.024511326,26.3894659,0.335825147,ball_tree,21,distance,"OrderedDict({'algorithm': 'ball_tree', 'n_neighbors': 21, 'weights': 'distance'})",0.9425,0.9525,0.94125,0.93875,0.95,0.945,0.005303301,68
0.671154451,0.222905693,25.05776906,2.035185418,ball_tree,15,uniform,"OrderedDict({'algorithm': 'ball_tree', 'n_neighbors': 15, 'weights': 'uniform'})",0.9425,0.95375,0.94375,0.9375,0.95,0.9455,0.005733672,54
0.484525776,0.104309245,25.71589565,0.923241813,ball_tree,10,uniform,"OrderedDict({'algorithm': 'ball_tree', 'n_neighbors': 10, 'weights': 'uniform'})",0.93625,0.95125,0.94,0.93625,0.945,0.94175,0.005733672,120
0.529753971,0.220107974,25.88490973,0.913940949,ball_tree,8,distance,"OrderedDict({'algorithm': 'ball_tree', 'n_neighbors': 8, 'weights': 'distance'})",0.93875,0.94375,0.94375,0.93375,0.94,0.94,0.003708099,160
0.700451612,0.163106068,24.766819,1.847400599,ball_tree,43,distance,"OrderedDict({'algorithm': 'ball_tree', 'n_neighbors': 43, 'weights': 'distance'})",0.935,0.94875,0.92875,0.92875,0.9375,0.93575,0.007356969,220
0.579203939,0.164590949,26.49322796,0.708553485,ball_tree,42,distance,"OrderedDict({'algorithm': 'ball_tree', 'n_neighbors': 42, 'weights': 'distance'})",0.935,0.94875,0.93,0.93,0.93875,0.9365,0.006955214,209
0.660477972,0.191603182,26.28430934,0.241643802,ball_tree,44,uniform,"OrderedDict({'algorithm': 'ball_tree', 'n_neighbors': 44, 'weights': 'uniform'})",0.93,0.94875,0.92625,0.9275,0.93875,0.93425,0.008463155,259
0.583811426,0.171022376,24.90702314,1.994709665,ball_tree,1,uniform,"OrderedDict({'algorithm': 'ball_tree', 'n_neighbors': 1, 'weights': 'uniform'})",0.865,0.88375,0.86375,0.84625,0.865,0.86475,0.011869077,293
0.088192701,0.020687673,0.425464106,0.059945467,brute,9,uniform,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 9, 'weights': 'uniform'})",0.9425,0.94375,0.94125,0.93625,0.94125,0.941,0.00254951,140
0.118171453,0.052348215,0.424496269,0.01651107,brute,23,distance,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 23, 'weights': 'distance'})",0.94125,0.9525,0.94125,0.93625,0.9475,0.94375,0.005645795,84
0.12122097,0.019455161,0.440423679,0.047670771,brute,13,uniform,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 13, 'weights': 'uniform'})",0.94125,0.9575,0.945,0.93875,0.9475,0.946,0.006490377,46
0.12224164,0.047991856,0.384731865,0.079409038,brute,19,distance,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 19, 'weights': 'distance'})",0.945,0.9525,0.94,0.94375,0.95,0.94625,0.004472136,34
0.051313066,0.001358129,0.233548117,0.031395975,brute,27,distance,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 27, 'weights': 'distance'})",0.9425,0.95125,0.93625,0.93375,0.9425,0.94125,0.006072479,133
0.109575748,0.017724318,0.349817705,0.098055262,brute,27,uniform,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 27, 'weights': 'uniform'})",0.94,0.95125,0.93625,0.9325,0.94125,0.94025,0.006294839,152
0.153138733,0.056268362,0.367351007,0.090520302,brute,36,distance,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 36, 'weights': 'distance'})",0.93875,0.95,0.93375,0.92875,0.9425,0.93875,0.00728869,177
0.141894102,0.069918008,0.340427303,0.060135753,brute,35,distance,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 35, 'weights': 'distance'})",0.94,0.9475,0.9325,0.92875,0.94,0.93775,0.006538348,192
0.139056349,0.019760279,0.329022741,0.075404833,brute,26,uniform,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 26, 'weights': 'uniform'})",0.94125,0.94875,0.93625,0.9325,0.9425,0.94025,0.005556528,152
0.112392521,0.025157547,0.351335859,0.044509731,brute,37,distance,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 37, 'weights': 'distance'})",0.9375,0.95,0.93125,0.93125,0.94,0.938,0.006919176,186
0.55758214,0.056016529,20.93561316,1.068072637,ball_tree,44,uniform,"OrderedDict({'algorithm': 'ball_tree', 'n_neighbors': 44, 'weights': 'uniform'})",0.93,0.94875,0.92625,0.9275,0.93875,0.93425,0.008463155,259
0.680093431,0.14691883,20.87452707,0.634466362,ball_tree,28,uniform,"OrderedDict({'algorithm': 'ball_tree', 'n_neighbors': 28, 'weights': 'uniform'})",0.94125,0.94875,0.93625,0.93125,0.93875,0.93925,0.005787918,163
0.550062084,0.158637384,20.71200285,1.928341787,ball_tree,25,uniform,"OrderedDict({'algorithm': 'ball_tree', 'n_neighbors': 25, 'weights': 'uniform'})",0.94,0.95125,0.93625,0.93375,0.9425,0.94075,0.006051859,146
0.113533115,0.055414318,0.26972909,0.055195421,auto,24,uniform,"OrderedDict({'algorithm': 'auto', 'n_neighbors': 24, 'weights': 'uniform'})",0.94,0.95125,0.93875,0.93375,0.9425,0.94125,0.005755432,133
0.431958771,0.05519062,20.19294753,1.450532894,ball_tree,9,distance,"OrderedDict({'algorithm': 'ball_tree', 'n_neighbors': 9, 'weights': 'distance'})",0.93875,0.94375,0.9425,0.9375,0.9475,0.942,0.003588175,109
0.616748047,0.138273455,20.84050012,1.382724631,kd_tree,34,uniform,"OrderedDict({'algorithm': 'kd_tree', 'n_neighbors': 34, 'weights': 'uniform'})",0.9375,0.9475,0.93375,0.92875,0.9375,0.937,0.006154267,198
0.709948444,0.208180212,20.59866986,0.829462111,kd_tree,41,uniform,"OrderedDict({'algorithm': 'kd_tree', 'n_neighbors': 41, 'weights': 'uniform'})",0.93375,0.9475,0.93125,0.92875,0.9325,0.93475,0.00658597,244
0.580344296,0.040929552,21.27184377,1.236359007,kd_tree,5,distance,"OrderedDict({'algorithm': 'kd_tree', 'n_neighbors': 5, 'weights': 'distance'})",0.93,0.9325,0.925,0.91375,0.9275,0.92575,0.0065,279
0.524557543,0.154684956,20.96673207,0.928777767,ball_tree,28,distance,"OrderedDict({'algorithm': 'ball_tree', 'n_neighbors': 28, 'weights': 'distance'})",0.9425,0.9525,0.93625,0.935,0.94375,0.942,0.006254998,109
0.089110041,0.033384258,0.247223949,0.108584208,auto,21,distance,"OrderedDict({'algorithm': 'auto', 'n_neighbors': 21, 'weights': 'distance'})",0.9425,0.9525,0.94125,0.93875,0.95,0.945,0.005303301,68
0.108595657,0.011752694,0.442064381,0.079032485,brute,4,uniform,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 4, 'weights': 'uniform'})",0.935,0.93,0.9175,0.91375,0.9275,0.92475,0.00792149,284
0.101890612,0.021264572,0.474253511,0.018597535,brute,5,uniform,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 5, 'weights': 'uniform'})",0.9425,0.94375,0.93375,0.92,0.935,0.935,0.008477912,235
0.082620573,0.004582764,0.437861776,0.031288391,brute,50,distance,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 50, 'weights': 'distance'})",0.93125,0.9475,0.92875,0.9275,0.9375,0.9345,0.007356969,250
0.094006729,0.015186692,0.339680576,0.093947558,brute,21,uniform,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 21, 'weights': 'uniform'})",0.93875,0.95125,0.93875,0.93625,0.95,0.943,0.00630476,96
0.115872383,0.030766911,0.333772469,0.095145844,brute,36,uniform,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 36, 'weights': 'uniform'})",0.935,0.94625,0.93125,0.9275,0.9375,0.9355,0.006354133,222
0.135448933,0.055316492,0.318951988,0.053757601,brute,50,uniform,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 50, 'weights': 'uniform'})",0.9275,0.9475,0.925,0.9275,0.93625,0.93275,0.008306624,273
0.116281605,0.02199612,0.35692091,0.048130447,brute,21,distance,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 21, 'weights': 'distance'})",0.9425,0.9525,0.94125,0.93875,0.95,0.945,0.005303301,68
0.119756365,0.026703218,0.332572174,0.054860883,brute,22,uniform,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 22, 'weights': 'uniform'})",0.9375,0.95125,0.93875,0.93625,0.94625,0.942,0.005787918,109
0.135230064,0.053572455,0.35555315,0.026178773,brute,47,uniform,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 47, 'weights': 'uniform'})",0.93125,0.94625,0.9275,0.9275,0.93875,0.93425,0.00727152,259
0.143961763,0.030300653,0.274669313,0.024131132,brute,17,uniform,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 17, 'weights': 'uniform'})",0.94375,0.95125,0.9425,0.9375,0.94375,0.94375,0.004401704,84
0.693077564,0.215854823,24.66727858,1.201135743,ball_tree,4,distance,"OrderedDict({'algorithm': 'ball_tree', 'n_neighbors': 4, 'weights': 'distance'})",0.91625,0.9125,0.91375,0.9025,0.91875,0.91275,0.005556528,287
0.5605196,0.152294305,24.22076287,1.093117698,ball_tree,5,distance,"OrderedDict({'algorithm': 'ball_tree', 'n_neighbors': 5, 'weights': 'distance'})",0.93,0.9325,0.925,0.91375,0.9275,0.92575,0.0065,279
0.660994673,0.136385467,24.73024731,0.713277307,ball_tree,11,distance,"OrderedDict({'algorithm': 'ball_tree', 'n_neighbors': 11, 'weights': 'distance'})",0.93875,0.9525,0.94875,0.93625,0.95,0.94525,0.006490377,62
0.800676203,0.177906354,24.67689166,0.900783178,ball_tree,6,uniform,"OrderedDict({'algorithm': 'ball_tree', 'n_neighbors': 6, 'weights': 'uniform'})",0.94,0.9425,0.93625,0.925,0.94,0.93675,0.006204837,205
0.472134924,0.169433346,24.34939985,1.33850811,ball_tree,33,uniform,"OrderedDict({'algorithm': 'ball_tree', 'n_neighbors': 33, 'weights': 'uniform'})",0.93625,0.94625,0.93375,0.93,0.93875,0.937,0.005454356,198
0.51191268,0.11922543,23.06756301,1.107402025,ball_tree,34,uniform,"OrderedDict({'algorithm': 'ball_tree', 'n_neighbors': 34, 'weights': 'uniform'})",0.9375,0.9475,0.93375,0.92875,0.9375,0.937,0.006154267,198
0.644790983,0.149085914,23.85331173,2.626054597,ball_tree,19,uniform,"OrderedDict({'algorithm': 'ball_tree', 'n_neighbors': 19, 'weights': 'uniform'})",0.9425,0.95125,0.93875,0.93875,0.94375,0.943,0.004582576,100
0.599415684,0.148982288,24.36230998,1.226307268,ball_tree,7,uniform,"OrderedDict({'algorithm': 'ball_tree', 'n_neighbors': 7, 'weights': 'uniform'})",0.93625,0.945,0.93875,0.93125,0.94375,0.939,0.005024938,172
0.658492899,0.225839873,25.02467527,0.799441674,ball_tree,23,distance,"OrderedDict({'algorithm': 'ball_tree', 'n_neighbors': 23, 'weights': 'distance'})",0.94125,0.9525,0.94125,0.93625,0.9475,0.94375,0.005645795,84
0.572405863,0.190115872,24.91293249,0.929974023,ball_tree,50,distance,"OrderedDict({'algorithm': 'ball_tree', 'n_neighbors': 50, 'weights': 'distance'})",0.93125,0.9475,0.92875,0.9275,0.9375,0.9345,0.007356969,250
0.600134468,0.042350694,25.28322778,0.773012161,kd_tree,15,uniform,"OrderedDict({'algorithm': 'kd_tree', 'n_neighbors': 15, 'weights': 'uniform'})",0.9425,0.95375,0.94375,0.9375,0.95,0.9455,0.005733672,54
0.570875931,0.048473466,26.6188705,0.294607916,kd_tree,23,distance,"OrderedDict({'algorithm': 'kd_tree', 'n_neighbors': 23, 'weights': 'distance'})",0.94125,0.9525,0.94125,0.93625,0.9475,0.94375,0.005645795,84
0.56265955,0.025485184,25.53801627,1.418242462,kd_tree,24,distance,"OrderedDict({'algorithm': 'kd_tree', 'n_neighbors': 24, 'weights': 'distance'})",0.9425,0.9525,0.94125,0.935,0.9475,0.94375,0.00591608,84
0.49632864,0.101342908,25.70089192,1.202218749,kd_tree,11,uniform,"OrderedDict({'algorithm': 'kd_tree', 'n_neighbors': 11, 'weights': 'uniform'})",0.94,0.955,0.94625,0.94125,0.9475,0.946,0.005326819,38
0.525585413,0.174250296,24.94273148,0.671420222,kd_tree,20,distance,"OrderedDict({'algorithm': 'kd_tree', 'n_neighbors': 20, 'weights': 'distance'})",0.945,0.9525,0.9425,0.94,0.94875,0.94575,0.004444097,50
0.557910442,0.102589167,26.79580832,0.138474953,kd_tree,13,uniform,"OrderedDict({'algorithm': 'kd_tree', 'n_neighbors': 13, 'weights': 'uniform'})",0.94125,0.9575,0.945,0.93875,0.9475,0.946,0.006490377,46
0.557015228,0.110327908,25.30371313,1.458689856,kd_tree,32,uniform,"OrderedDict({'algorithm': 'kd_tree', 'n_neighbors': 32, 'weights': 'uniform'})",0.9375,0.9475,0.93625,0.92875,0.94,0.938,0.006051859,186
0.543140411,0.065726926,25.50952945,0.685812732,kd_tree,31,uniform,"OrderedDict({'algorithm': 'kd_tree', 'n_neighbors': 31, 'weights': 'uniform'})",0.9375,0.94625,0.935,0.93,0.93875,0.9375,0.005303301,195
0.611607075,0.123682405,25.92960048,0.966498111,kd_tree,39,distance,"OrderedDict({'algorithm': 'kd_tree', 'n_neighbors': 39, 'weights': 'distance'})",0.93625,0.95125,0.93125,0.93125,0.94125,0.93825,0.007483315,181
0.475639725,0.089597999,25.8184639,1.36243214,kd_tree,35,distance,"OrderedDict({'algorithm': 'kd_tree', 'n_neighbors': 35, 'weights': 'distance'})",0.94,0.9475,0.9325,0.92875,0.94,0.93775,0.006538348,192
0.104249811,0.038305569,0.338995028,0.052404941,auto,48,uniform,"OrderedDict({'algorithm': 'auto', 'n_neighbors': 48, 'weights': 'uniform'})",0.93,0.94625,0.92625,0.9275,0.93625,0.93325,0.007356969,267
0.584101868,0.081537795,18.4452189,0.813591946,ball_tree,17,uniform,"OrderedDict({'algorithm': 'ball_tree', 'n_neighbors': 17, 'weights': 'uniform'})",0.94375,0.95125,0.9425,0.9375,0.94375,0.94375,0.004401704,84
0.678532887,0.029394879,19.31871848,0.935809806,kd_tree,48,uniform,"OrderedDict({'algorithm': 'kd_tree', 'n_neighbors': 48, 'weights': 'uniform'})",0.93,0.94625,0.92625,0.9275,0.93625,0.93325,0.007356969,267
0.595669174,0.121631551,19.42156219,0.418358506,ball_tree,29,distance,"OrderedDict({'algorithm': 'ball_tree', 'n_neighbors': 29, 'weights': 'distance'})",0.94375,0.95125,0.93625,0.9325,0.945,0.94175,0.006642665,120
0.446550417,0.132037104,16.38750648,2.319262753,ball_tree,21,uniform,"OrderedDict({'algorithm': 'ball_tree', 'n_neighbors': 21, 'weights': 'uniform'})",0.93875,0.95125,0.93875,0.93625,0.95,0.943,0.00630476,96
0.127562523,0.045908733,0.29291234,0.101215483,brute,48,uniform,"OrderedDict({'algorithm': 'brute', 'n_neighbors': 48, 'weights': 'uniform'})",0.93,0.94625,0.92625,0.9275,0.93625,0.93325,0.007356969,267
0.568771696,0.091322995,18.79906807,1.41388365,ball_tree,29,uniform,"OrderedDict({'algorithm': 'ball_tree', 'n_neighbors': 29, 'weights': 'uniform'})",0.94,0.94875,0.935,0.9325,0.94,0.93925,0.005567764,163
0.603837633,0.177877593,19.47960539,0.470395634,ball_tree,27,distance,"OrderedDict({'algorithm': 'ball_tree', 'n_neighbors': 27, 'weights': 'distance'})",0.9425,0.95125,0.93625,0.93375,0.9425,0.94125,0.006072479,133
0.595777416,0.213813029,18.87045069,1.394694743,ball_tree,40,uniform,"OrderedDict({'algorithm': 'ball_tree', 'n_neighbors': 40, 'weights': 'uniform'})",0.93375,0.94875,0.93125,0.9275,0.93375,0.935,0.007245688,235
0.466279173,0.098542078,18.43550096,1.195501097,ball_tree,41,uniform,"OrderedDict({'algorithm': 'ball_tree', 'n_neighbors': 41, 'weights': 'uniform'})",0.93375,0.9475,0.93125,0.92875,0.9325,0.93475,0.00658597,244
